Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions,log_GHG_Emissions,age,age_group,Occupancy_group
2915 West 5th Street,11224,2915,WEST 5 STREET,Multifamily Housing,Multifamily Housing,491050.0,1964,1,90,16.6,15.5,4.5,,,,40.578926,-73.972101,758.5,0.0,758.5,6.632660322035828,60,>50,76-100%
2857 West 8th Street,11224,2847,WEST 8 STREET,Office,Office,63205.0,1931,1,100,94.9,97.0,14.5,0.5,,,40.578697,-73.976298,695.2,234.3,460.9,6.545636975377339,93,>50,76-100%
3080 West 1 Street ,11224,3080,WEST 1 STREET,Multifamily Housing,Multifamily Housing,60719.0,2007,1,100,49.0,52.3,2.5,0.4,2359.5,38.86,40.576024,-73.969823,178.5,130.7,47.8,5.190175207928333,17,11-20,76-100%
1410 Avenue S,11229,1410,AVENUE S,Multifamily Housing,Multifamily Housing,50400.0,1939,1,100,106.3,111.9,7.8,0.9,1947.2,38.64,40.603386,-73.958006,337.6,213.8,123.8,5.824819469699035,85,>50,76-100%
1970 East 18th Street,11229,1970,EAST 18 STREET,Multifamily Housing,Multifamily Housing,106200.0,1931,1,100,90.3,96.2,3.1,0.9,7758.4,73.05,40.602238,-73.954146,554.9,448.6,106.2,6.320588421959424,93,>50,76-100%
2370 Ocean Ave,11229,2370,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,100333.0,1946,1,100,64.0,67.7,2.1,0.6,3954.0,39.41,40.603758,-73.952654,369.6,302.3,67.3,5.915123313851259,78,>50,76-100%
2375 Ocean Avenue,11229,2375,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,81032.0,1941,1,100,78.9,82.7,3.3,0.7,3540.5,43.69,40.603458,-73.952172,381.4,292.0,89.3,5.946467181177246,83,>50,76-100%
2435 Ocean Avenue,11229,2435,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,71400.0,1935,1,100,96.2,,,,,,40.60239,-73.951967,402.5,325.8,76.7,6.000176487710004,89,>50,76-100%
2387 Ocean Avenue,11229,2387,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,71400.0,1939,1,100,83.1,87.0,4.9,0.7,4595.1,64.36,40.603244,-73.952133,363.1,251.1,112.0,5.897428555181388,85,>50,76-100%
3280 NOSTRAND AVE ENTM,11229,3280,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,93118.0,1961,1,100,92.3,98.0,5.6,0.8,,,40.60411,-73.942596,527.0,361.9,165.1,6.269096283706261,63,>50,76-100%
3291 NOSTRAND AVE ENTM,11229,3301,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,89004.0,1960,1,100,95.8,100.9,6.4,0.8,,,40.60372,-73.942502,531.5,347.8,183.7,6.277582897583581,64,>50,76-100%
2361 Coney Island Avenue,11223,2361,CONEY ISLAND AVENUE,Multifamily Housing,Multifamily Housing,102564.0,1928,1,100,89.7,95.7,3.0,0.9,8443.3,82.32,40.599416,-73.96126,532.6,430.0,102.6,6.279646494601414,96,>50,76-100%
1600 Avenue T,11229,1600,AVENUE T,Multifamily Housing,Multifamily Housing,51348.0,1961,1,100,89.1,93.5,4.6,0.8,5485.4,106.83,40.601201,-73.955757,275.7,199.3,76.4,5.62293388679288,63,>50,76-100%
2050 East 18th Street,11229,2050,EAST 18 STREET,Multifamily Housing,Multifamily Housing,62790.0,1933,1,100,93.7,98.0,3.0,0.8,4673.5,74.43,40.600258,-73.953773,356.2,295.6,60.6,5.878295849002344,91,>50,76-100%
2060 E 19th St,11229,2060,EAST 19 STREET,Multifamily Housing,Multifamily Housing,79391.0,1964,1,100,93.6,98.8,4.7,0.8,0.0,0.0,40.6002,-73.952801,445.6,326.7,118.9,6.101663339406057,60,>50,76-100%
2474 Ocean Ave,11229,1902,AVENUE T,K-12 School,K-12 School,87750.0,1932,1,100,26.2,,,,897.5,10.23,40.601521,-73.95284,154.7,149.0,5.7,5.0479310788399525,92,>50,76-100%
3380 Nostrand Avenue,11229,3380,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,64000.0,1963,1,100,90.8,90.2,5.3,0.7,4506.1,70.41,40.601664,-73.942133,356.2,244.7,111.5,5.878295849002344,61,>50,76-100%
3395 Nostrand Avenue,11229,3395,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,90000.0,1963,1,100,78.0,82.6,4.0,0.7,6451.0,71.68,40.601378,-73.942058,424.3,304.5,119.8,6.052794802259588,61,>50,76-100%
1411 Avenue V,11229,1411,AVENUE V,Multifamily Housing,Multifamily Housing,84240.0,1962,1,100,86.7,90.4,4.6,0.7,4855.6,57.64,40.596642,-73.956721,447.5,321.6,125.9,6.105908681498851,62,>50,76-100%
2566 Ocean Avenue ,11229,2566,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,75000.0,1946,1,90,95.9,101.5,3.4,0.9,,,40.598772,-73.9513,416.9,335.0,81.9,6.03524216945387,78,>50,76-100%
2630 Ocean Ave,11229,2630,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,62451.0,1940,1,100,91.1,96.7,3.0,0.9,4649.6,74.45,40.597617,-73.951085,327.1,268.5,58.6,5.793318439967056,84,>50,76-100%
2569 Ocean Ave,11229,2569,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,60714.0,2007,1,100,17.3,17.3,5.1,0.0,2118.4,34.89,40.598704,-73.951264,97.4,0.0,97.4,4.589040804058207,17,11-20,76-100%
2195 East 22nd Street,11229,2195,EAST 22 STREET,Multifamily Housing,Multifamily Housing,84000.0,1942,1,100,75.3,80.0,2.9,0.7,,,40.597871,-73.949112,370.1,290.0,80.1,5.916471568066552,82,>50,76-100%
4190 BEDFORD AVE,11229,4190,BEDFORD AVENUE,Multifamily Housing,Multifamily Housing,75000.0,1961,1,100,81.6,84.6,4.6,0.7,4614.9,61.53,40.599575,-73.946579,374.5,259.0,115.4,5.928258471204189,63,>50,76-100%
2190 Brigham St; 2170 Brigham St;,11229,2190,BRIGHAM STREET,Multifamily Housing,Multifamily Housing,167750.0,1952,1,100,89.6,94.8,5.1,0.8,6818.5,40.65,40.599495,-73.934958,917.6,639.3,278.3,6.8228507718916935,72,>50,76-100%
3105 Ave V; 2140 Knapp St;,11229,3105,AVENUE V,Multifamily Housing,Multifamily Housing,164143.0,1952,1,100,91.4,96.7,5.2,0.8,6751.2,41.13,40.599225,-73.934609,916.3,638.0,278.3,6.82143457251561,72,>50,76-100%
2277 Homecrest ,11229,2277,HOMECREST AVENUE,Multifamily Housing,Multifamily Housing,112701.0,1962,1,95,83.2,86.6,4.1,0.7,6545.5,58.08,40.594897,-73.958483,564.3,409.7,154.6,6.3373565636812454,62,>50,76-100%
1601 Gravesend neck Rd.,11229,1601,GRAVESEND NECK ROAD,Mixed Use Property,Supermarket/Grocery Store,22250.0,1930,1,100,120.9,,,,,,40.59506,-73.954673,510.2,85.3,424.9,6.236760903063325,94,>50,76-100%
2222 E18th Street,11229,2222,EAST 18 STREET,Multifamily Housing,Multifamily Housing,55674.0,1963,1,100,113.1,118.4,4.5,1.0,4735.6,85.06,40.596484,-73.953059,369.5,287.6,81.8,5.914853444736141,61,>50,76-100%
2662 Ocean Avenue,11229,2662,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,79190.0,1931,1,100,93.4,99.7,3.2,0.9,,,40.596708,-73.950909,427.0,347.4,79.6,6.059123195581797,93,>50,76-100%
2678 Ocean Avenue,11229,2678,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,64123.0,1963,1,100,81.6,85.5,4.2,0.7,3098.4,48.32,40.596082,-73.950791,316.2,226.4,89.8,5.7595324897606925,61,>50,76-100%
2686 Ocean Ave.,11229,2686,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,62100.0,1934,1,100,76.3,82.2,2.6,0.7,3228.7,51.99,40.595929,-73.950762,274.1,221.3,52.8,5.617134667930529,90,>50,76-100%
2245 E. 19th Street,11229,2245,EAST 19 STREET,Multifamily Housing,Multifamily Housing,84000.0,1941,1,100,61.5,64.6,2.7,0.6,2854.5,33.98,40.59588,-73.951954,306.4,231.4,75.0,5.728149831104496,83,>50,76-100%
2020 Avenue V,11229,2020,AVENUE V,Multifamily Housing,Multifamily Housing,52850.0,1961,1,95,99.3,103.9,4.5,0.8,4544.3,85.98,40.597287,-73.950704,320.0,243.9,76.1,5.771441123130016,63,>50,76-100%
2709 Ocean Ave.,11229,2709A,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,83490.0,1938,1,100,79.6,84.4,2.7,0.8,3632.8,43.51,,,385.5,309.2,76.3,5.957131868027477,86,>50,76-100%
2675 Ocean Ave,11229,2675,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,98000.0,1954,1,100,79.6,,,0.7,0.0,0.0,40.596036,-73.950762,484.3,330.5,153.8,6.18476725641117,70,>50,76-100%
2355 EAST 12th STREET,11229,2355,EAST 12 STREET,Multifamily Housing,Multifamily Housing,114300.0,1963,1,100,110.4,115.4,4.5,1.0,7257.2,63.49,40.592674,-73.959158,743.1,572.1,171.0,6.612175434403215,61,>50,76-100%
2323 East 12th Street,11229,2323,EAST 12 STREET,Multifamily Housing,Multifamily Housing,84263.0,1962,1,100,95.1,99.0,5.2,0.8,4425.3,52.52,40.593399,-73.959294,493.8,347.4,146.3,6.204153640518333,62,>50,76-100%
1200 Gravesend Neck Road,11229,1200,GRAVESEND NECK ROAD,Multifamily Housing,Multifamily Housing,73453.0,1962,1,100,90.6,95.2,4.0,0.8,,,40.594252,-73.958228,402.0,305.0,96.9,5.998936561946683,62,>50,76-100%
2299 East 13 St.,11229,2299,EAST 13 STREET,Multifamily Housing,Multifamily Housing,59145.0,1949,1,100,93.6,97.4,4.2,0.8,,,40.59384,-73.957339,334.7,253.1,81.6,5.816217903985989,75,>50,76-100%
2365 East 13th Street,11229,2365,EAST 13 STREET,Multifamily Housing,Multifamily Housing,120870.0,1961,1,100,90.4,94.5,4.5,0.8,7260.4,60.07,40.592868,-73.957156,668.1,486.3,181.9,6.505933525788771,63,>50,76-100%
1900 Avenue W,11229,1900,AVENUE W,Multifamily Housing,Multifamily Housing,72450.0,1940,1,100,86.8,92.1,2.8,0.8,5405.2,74.61,40.594749,-73.951573,361.0,297.9,63.1,5.8916442118257715,84,>50,76-100%
2770 OCEAN AVE,11229,2770,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,97157.0,1963,1,100,91.1,95.3,7.0,0.7,6074.2,62.52,40.593831,-73.950368,564.4,344.3,220.1,6.33753344525949,61,>50,76-100%
P.O. Box 290 523,112290523,2765,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,57000.0,1930,1,100,77.9,81.5,2.8,0.7,3029.2,53.14,40.593906,-73.95036,258.6,205.7,52.9,5.559141984829935,94,>50,76-100%
2711 AVENUE X,11235,2711,AVENUE X,Multifamily Housing,Multifamily Housing,84016.0,1961,1,100,78.9,81.9,5.0,0.6,2989.2,35.58,40.593518,-73.943278,412.0,272.0,140.0,6.023447592961033,63,>50,76-100%
2781 OCEAN AVENUE,11229,2781A,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,69586.0,1957,1,100,79.0,81.6,7.3,0.6,3999.3,57.47,,,362.4,198.1,164.2,5.895504155962071,67,>50,76-100%
2475 East 11th Street,11235,2475,EAST 11 STREET,Multifamily Housing,Multifamily Housing,69443.0,1961,1,100,74.4,77.9,4.0,0.6,2.3,0.03,40.590253,-73.959555,314.0,221.4,92.6,5.752572638825633,63,>50,76-100%
1230 Avenue x,11235,1230,AVENUE X,Multifamily Housing,Multifamily Housing,114548.0,1962,1,100,74.6,78.1,5.3,0.6,6811.4,59.46,40.591899,-73.957869,545.4,346.9,198.5,6.30335130825658,62,>50,76-100%
2820-60 Ocean Avenue,11235,2820,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,172440.0,1939,1,100,70.7,,2.3,0.6,,,40.592324,-73.950081,715.0,587.4,127.6,6.573680166960646,85,>50,76-100%
2430 Haring Street,11235,2430,HARING STREET,Multifamily Housing,Multifamily Housing,119662.0,1953,1,100,81.0,85.5,5.2,0.7,6596.6,55.13,40.593173,-73.939512,601.7,399.1,202.5,6.401419560488998,71,>50,76-100%
2813 Ocean Avenue,11235,2813,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,52490.0,1929,1,100,104.8,111.5,3.2,1.0,6261.8,113.87,40.592437,-73.950081,329.9,274.2,55.7,5.801816214927566,95,>50,76-100%
2835 Ocean Ave.,11235,2835,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,159996.0,1949,1,100,,,,,,,40.592039,-73.950005,,,,,75,>50,76-100%
2440 EAST 29 STREET,11235,2440,EAST 29 STREET,Multifamily Housing,Multifamily Housing,117500.0,1961,1,100,80.5,85.3,3.7,0.7,6124.9,52.13,40.592765,-73.941468,564.5,419.3,145.2,6.3377102955561755,63,>50,76-100%
2427 East 29th Street,11235,2427,EAST 29 STREET,Multifamily Housing,Multifamily Housing,201528.0,1953,1,100,79.8,83.5,5.3,0.7,9251.2,45.91,40.592979,-73.941485,1002.6,655.9,346.7,6.911348814492268,71,>50,76-100%
2425 Haring St,11235,2425,HARING STREET,Multifamily Housing,Multifamily Housing,242160.0,1953,1,100,48.8,51.5,5.2,0.3,,,40.593173,-73.939491,803.1,393.2,409.9,6.689723639554104,71,>50,76-100%
1230 AV Y PLP,11235,1230,AVENUE Y,Multifamily Housing,Multifamily Housing,151790.0,1961,1,100,78.4,82.2,4.5,0.7,6855.9,45.17,40.589758,-73.957687,729.3,501.8,227.6,6.593455408626064,63,>50,76-100%
2546 E 13th Street,11235,2546,EAST 13 STREET,Multifamily Housing,Multifamily Housing,225999.0,1960,1,100,45.5,48.3,2.8,0.4,8393.1,37.14,40.588265,-73.956284,634.6,426.8,207.8,6.454569434662561,64,>50,76-100%
1237 Avenue Z,11235,1237,AVENUE Z,Multifamily Housing,Multifamily Housing,135028.0,1958,1,100,65.6,69.4,4.2,0.5,,,40.587754,-73.956338,549.2,364.9,184.3,6.310281848490474,66,>50,76-100%
2940 Ocean Ave,11235,2940,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,65625.0,1930,1,100,73.4,,,,,,40.589555,-73.949557,278.9,224.6,54.3,5.634432396521408,94,>50,76-100%
2950 Ocean Ave,11235,2950,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,65625.0,1930,1,100,75.9,,,,3542.8,53.99,40.589374,-73.949521,286.5,235.3,51.2,5.661222860237405,94,>50,76-100%
2900 Ocean Avenue,11235,2900,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,146706.0,1957,1,100,47.9,50.6,2.3,0.4,611.6,4.17,40.590279,-73.949693,420.8,310.2,110.6,6.0445312680446746,67,>50,76-100%
2600 East 21 Street,11235,2600,EAST 21 STREET,Multifamily Housing,Multifamily Housing,57596.0,1959,1,100,67.5,70.6,4.3,0.6,,,40.58909,-73.948413,240.8,160.5,80.2,5.488110938180692,65,>50,76-100%
2951 OCEAN AVE,11235,2951,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,86000.0,1957,1,100,65.4,64.8,3.1,0.5,,,40.589341,-73.949493,337.0,247.5,89.5,5.823045895483019,67,>50,76-100%
3021 Ave Z,11235,3021,AVENUE Z,Multifamily Housing,Multifamily Housing,77440.0,1956,1,100,82.6,86.7,5.5,0.7,,,40.589995,-73.935918,398.4,261.5,136.9,5.989963420981715,68,>50,76-100%
2555 Batchelder Street,11235,2555,BATCHELDER STREET,Multifamily Housing,Multifamily Housing,79248.0,1956,1,100,80.3,84.2,5.3,0.7,,,40.590858,-73.937156,396.4,259.5,136.9,5.984943330117717,68,>50,76-100%
2626 Homecrest Avenue,11235,2616,HOMECREST AVENUE,Multifamily Housing,Multifamily Housing,127500.0,1954,1,100,74.0,77.7,5.5,0.6,7307.0,57.31,40.587247,-73.957055,604.9,375.4,229.6,6.406714955950943,70,>50,76-100%
2685 Homecrest Avenue,11235,2685,HOMECREST AVENUE,Multifamily Housing,Multifamily Housing,54678.0,1959,1,100,101.6,,,0.8,0.0,0.0,40.585913,-73.956775,357.9,211.1,146.8,5.883043798153562,65,>50,76-100%
2665 Homecrest Avenue,11235,2665,HOMECREST AVENUE,Multifamily Housing,Multifamily Housing,154012.0,1962,1,100,90.2,95.1,4.1,0.8,11339.7,73.63,40.586195,-73.956829,827.1,618.4,208.7,6.7191339200396545,62,>50,76-100%
2611 East 13th Street,11235,2611,EAST 13 STREET,Multifamily Housing,Multifamily Housing,78250.0,1958,1,100,64.2,67.5,6.0,0.5,,,40.587263,-73.956086,332.9,183.8,149.2,5.810841546949609,66,>50,76-100%
3255 Shore Parkway,11235,3255,SHORE PARKWAY,Multifamily Housing,Multifamily Housing,64600.0,1955,1,100,76.7,80.8,2.1,0.7,4588.2,71.03,40.585596,-73.955141,281.8,238.4,43.4,5.644739934022418,69,>50,76-100%
2625 East 13th Street,11235,2625,EAST 13 STREET,Multifamily Housing,Multifamily Housing,86470.0,1958,1,100,37.9,39.2,3.4,0.3,,,40.587035,-73.956043,218.5,122.6,95.9,5.391352232515226,66,>50,76-100%
2615 E 17 ST.,11235,2615,EAST 17 STREET,Multifamily Housing,Multifamily Housing,32216.0,2006,1,100,25.7,,,,2138.8,41.55,40.58778,-73.95237,118.9,4.9,114.0,4.786658062033468,18,11-20,76-100%
2680 E 19th St,11235,2680,EAST 19 STREET,Multifamily Housing,Multifamily Housing,108151.0,1957,1,100,66.6,70.7,2.9,0.6,4227.2,39.09,40.586667,-73.950215,424.7,326.3,98.4,6.053734872834107,67,>50,76-100%
3030 OCEAN AVENUE,11235,3030,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,83160.0,1957,1,100,73.2,76.8,4.1,0.6,4895.0,58.86,40.587246,-73.949116,378.6,269.8,108.8,5.939118066735773,67,>50,76-100%
3060 Ocean Avenue,11235,3060,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,160566.0,1956,1,100,60.1,63.1,3.1,0.5,,,40.586733,-73.949023,583.0,418.3,164.7,6.369900982828227,68,>50,76-100%
3051 Ocean Ave,11235,3051,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,60992.0,1938,1,100,13.4,13.4,3.9,,,,40.586881,-73.949026,75.7,0.0,75.7,4.33990170837321,86,>50,76-100%
3025 Ocean Ave.,11235,3025,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,94100.0,1954,1,100,24.6,,,,3908.8,38.4,40.587339,-73.949112,210.6,36.3,174.2,5.354697699984144,70,>50,76-100%
1299 Ocean Avenue,11230,1299,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,62784.0,1924,1,100,78.2,81.3,3.8,0.7,2329.4,37.1,40.630872,-73.957358,293.6,217.1,76.4,5.68561850402853,100,>50,76-100%
1245 Ocean Ave,11225,1245,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,64170.0,1930,1,100,66.6,71.1,3.6,0.6,4361.7,67.97,40.63183,-73.957534,259.1,184.0,75.1,5.5610661724546055,94,>50,76-100%
2420 GLENWOOD ROAD,11210,2420,GLENWOOD ROAD,Multifamily Housing,Multifamily Housing,75600.0,1931,1,100,65.7,68.5,3.3,0.6,3643.5,48.19,40.633344,-73.953653,297.6,219.0,78.5,5.69910488510509,93,>50,76-100%
712 EAST 27TH STREET,11210,712,EAST 27 STREET,Multifamily Housing,Multifamily Housing,69782.0,1931,1,100,67.6,71.5,3.0,0.6,8552.6,122.56,40.63322,-73.951012,279.1,212.5,66.7,5.635146682266063,93,>50,76-100%
724 East 27th Street,11210,714,EAST 27 STREET,Multifamily Housing,Multifamily Housing,77047.0,1927,1,100,68.0,71.6,2.8,0.6,3975.5,51.6,40.633074,-73.950987,309.0,237.2,71.8,5.736572297479192,97,>50,76-100%
135 Amersfort Place,11210,135,AMERSFORT PLACE,Multifamily Housing,Multifamily Housing,58250.0,1929,1,100,70.3,73.3,2.9,0.6,3905.0,67.04,40.632917,-73.950324,243.6,189.5,54.1,5.499624223253072,95,>50,76-100%
118 Kenilworth Pl.,11210,120,KENILWORTH PLACE,Multifamily Housing,Multifamily Housing,78375.0,1940,1,100,104.4,109.8,4.3,1.0,6190.1,78.98,40.633114,-73.949276,481.9,371.8,110.1,6.179809592879496,84,>50,76-100%
777 East 31 Street,11210,777,EAST 31 STREET,Multifamily Housing,Multifamily Housing,121664.0,1961,1,100,84.1,87.0,4.3,0.7,,,40.632671,-73.946646,614.8,447.3,167.5,6.4229222354904,63,>50,76-100%
745 E 31 St,11210,745,EAST 31 STREET,Multifamily Housing,Multifamily Housing,82486.0,1963,1,100,94.4,99.8,4.2,0.9,5950.7,72.14,40.63313,-73.946696,460.8,349.9,110.9,6.135131896920395,61,>50,76-100%
3215 Avenue H,11210,3215,AVENUE H,Multifamily Housing,Multifamily Housing,209000.0,1962,1,100,91.5,,4.7,0.8,,,40.631801,-73.945371,1158.4,842.2,316.2,7.055657908905633,62,>50,76-100%
3413 avenue h,11210,3413,AVENUE H,Office,Office,61593.0,1963,1,100,25.9,25.3,3.7,0.1,5249.9,79.54,40.63192,-73.94344,125.6,44.1,81.5,4.841032509710076,61,>50,76-100%
1375 Ocean Ave,11230,1363,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,134493.0,1929,1,100,52.6,55.4,2.3,0.5,5664.5,42.12,40.628948,-73.956992,418.7,318.4,100.3,6.039540170339545,95,>50,76-100%
1347 Ocean avenue,11230,1355,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,75564.0,1940,1,100,65.9,,2.2,0.6,6365.2,84.24,40.629099,-73.957021,294.2,239.3,54.9,5.687653092726317,84,>50,76-100%
861 East 27 Street,11210,861,EAST 27 STREET,Multifamily Housing,Multifamily Housing,70560.0,1936,1,100,67.6,,,,2475.6,35.09,40.629371,-73.950266,277.4,221.2,56.2,5.629058928460265,88,>50,76-100%
2901 AVENUE I,11210,2901,AVENUE I,Multifamily Housing,Multifamily Housing,63000.0,1941,1,100,58.4,,,,0.0,0.0,40.629082,-73.948176,221.2,161.2,60.0,5.40357787720553,83,>50,76-100%
3021 Ave. I,11210,3021,AVENUE I,Multifamily Housing,Multifamily Housing,117600.0,1930,1,80,53.1,55.8,2.7,0.5,6858.9,58.32,40.629208,-73.947034,375.4,273.5,101.9,5.930652407711224,94,>50,76-100%
850 East 31st Street,11210,850,EAST 31 STREET,Multifamily Housing,Multifamily Housing,70650.0,1930,1,95,86.8,91.8,3.6,0.8,7385.7,104.54,40.630204,-73.946511,361.3,278.0,83.3,5.8924725979010315,94,>50,76-100%
3115 Avenue I,11210,3101,AVENUE I,Multifamily Housing,Multifamily Housing,84600.0,1950,1,100,71.4,,,,,,40.629301,-73.946191,358.9,270.2,88.7,5.885826215084985,74,>50,76-100%
3101 Avenue I,11210,3115,AVENUE I,Multifamily Housing,Multifamily Housing,83450.0,1950,1,100,74.1,,,,,,40.629309,-73.946097,366.4,277.3,89.0,5.906451172781026,74,>50,76-100%
3111 Aurelia Court,11210,3101,AURELIA COURT,Multifamily Housing,Multifamily Housing,114120.0,1954,1,100,95.0,99.8,2.8,0.9,,,40.629968,-73.946313,618.9,517.6,101.3,6.429558174707874,70,>50,76-100%
3211 Ave I,11210,3211,FLATBUSH AVENUE,Multifamily Housing,Multifamily Housing,170256.0,1957,1,100,78.2,81.8,5.2,0.6,10843.8,63.69,40.589338,-73.899979,829.3,544.6,284.7,6.721787081267985,67,>50,76-100%
3210 Avenue H,11210,3210,AVENUE H,Office,Office,70723.0,1941,1,100,86.8,91.5,3.8,0.8,5106.8,65.12,40.631784,-73.945396,402.7,306.2,96.5,6.000672027858895,83,>50,76-100%
3220 Avenue H,11210,3220,AVENUE H,Multifamily Housing,Multifamily Housing,78420.0,1941,1,100,71.5,75.4,3.6,0.6,3097.7,39.5,40.631787,-73.945324,336.4,246.1,90.3,5.821269170111868,83,>50,76-100%
1439 Ocean Avenue,11230,1439,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,88740.0,1922,1,100,79.0,83.2,3.9,0.7,11584.9,130.55,40.627013,-73.956626,419.7,309.3,110.4,6.041919990596475,102,,76-100%
1401 Ocean Avenue,11230,1401,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,271000.0,1963,1,100,56.6,58.1,5.5,0.4,7281.5,26.87,40.627691,-73.956755,1023.1,535.7,487.3,6.931569457081392,61,>50,76-100%
2901 Avenue J,11210,2901,AVENUE J,Multifamily Housing,Multifamily Housing,57000.0,1930,1,90,71.8,75.8,2.7,0.7,2240.5,39.31,40.626691,-73.947724,239.0,188.2,50.8,5.480638923341991,94,>50,76-100%
909 EAST 9 STREET,11210,909,EAST 29 STREET,Multifamily Housing,Multifamily Housing,79800.0,1939,1,100,74.6,,,0.7,3309.5,41.11,40.628563,-73.94822,356.2,269.7,86.5,5.878295849002344,85,>50,76-100%
"3401 Avenue J, Brooklyn",11210,3401,AVENUE J,Multifamily Housing,Multifamily Housing,68600.0,1930,1,100,78.0,81.3,3.2,0.7,6604.7,96.28,40.627213,-73.942958,315.1,243.0,72.1,5.756058619221572,94,>50,76-100%
1569 Ocean Avenue,11210,1569,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,65450.0,1922,1,100,78.1,83.3,0.7,0.8,5065.0,77.39,40.624021,-73.956059,277.3,263.4,13.9,5.628699668531845,102,,76-100%
1521 Ocean Ave.,11230,1521,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,57740.0,1925,1,100,105.6,111.4,6.7,0.9,,,40.624875,-73.95622,376.5,253.7,122.8,5.933570568689079,99,>50,76-100%
2400 Nostrand Avenue,11210,2400,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,146688.0,1955,1,100,69.5,72.4,3.9,0.5,10752.3,73.3,40.626024,-73.946741,634.4,443.9,190.5,6.454254721835416,69,>50,76-100%
2425 Nostrand Ave.,11210,2425,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,204831.0,1955,1,100,71.1,74.1,6.3,0.5,,,40.625562,-73.946634,954.3,532.2,422.2,6.862025427275962,69,>50,76-100%
1145 East 35th St.,11210,1149,EAST 35 STREET,Multifamily Housing,Multifamily Housing,89773.0,1955,1,100,72.0,74.9,3.4,0.6,,,40.626082,-73.941907,406.9,303.7,103.1,6.011022046323513,69,>50,76-100%
2005 Avenue L,11210,2005,AVENUE L,Multifamily Housing,Multifamily Housing,53400.0,1941,1,100,85.3,89.4,3.9,0.8,2735.6,51.23,40.620977,-73.955308,271.1,202.8,68.2,5.6061696457892,83,>50,76-100%
1641 OCEAN AVENUE ,11230,1641,OCEAN AVENUE,Multifamily Housing,Multifamily Housing,116000.0,1926,1,100,56.0,59.3,2.6,0.5,6998.0,60.33,40.622056,-73.955689,388.2,287.0,101.2,5.96409335031185,98,>50,76-100%
2525 Nostrand Ave,11210,2525,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,113850.0,1953,1,100,114.9,123.8,4.5,1.1,0.0,0.0,40.623103,-73.946167,765.9,600.4,165.4,6.642356414770814,71,>50,76-100%
2501 Nostrand Ave.,11210,2501,NOSTRAND AVENUE,Multifamily Housing,Multifamily Housing,113851.0,1953,1,100,82.0,84.4,5.8,0.6,7386.1,64.88,40.623528,-73.94625,593.2,378.4,214.8,6.387215963028507,71,>50,76-100%
